mc_id,sc_id,age,exposure,treatment,date,day,volume,replacement_volume,volume24,weekday,fecalsamp,hrs_bw_samplingpoints,volume_per_hour,volume24_corr,number of bees
83,4,9,post,800ppb,2020-12-18,12,8,,2,Friday,no,24,0.083333333,2,
83,4,9,post,800ppb,2020-12-19,13,6,,2,Saturday,no,28.5,0.070175439,1.684210526,
83,4,9,post,800ppb,2020-12-20,14,4.5,,1.5,Sunday,yes,24,0.0625,1.5,
84,4,9,pre,Sacrifice,2020-11-30,-6,12.5,,,Monday,no,24,,,
84,4,9,pre,Sacrifice,2020-12-01,-5,10,,2.5,Tuesday,no,24,0.104166667,2.5,
84,4,9,pre,Sacrifice,2020-12-02,-4,7.5,,2.5,Wednesday,no,24,0.104166667,2.5,
84,4,9,pre,Sacrifice,2020-12-03,-3,5.5,,2,Thursday,no,24,0.083333333,2,
84,4,9,pre,Sacrifice,2020-12-04,-2,2,12.5,3.5,Friday,no,24,0.145833333,3.5,
84,4,9,pre,Sacrifice,2020-12-05,-1,10,,2.5,Saturday,no,28.5,0.087719298,2.105263158,
84,4,9,pre,Sacrifice,2020-12-06,0,9,10,1,Sunday,yes,19.5,0.051282051,1.230769231,
84,4,9,during,Sacrifice,2020-12-07,1,8.5,10,1.5,Monday,no,24,0.0625,1.5,
84,4,9,during,Sacrifice,2020-12-08,2,7.5,10,2.5,Tuesday,yes,24,0.104166667,2.5,
84,4,9,during,Sacrifice,2020-12-09,3,6.5,10,3.5,Wednesday,yes,24,0.145833333,3.5,
84,4,9,during,Sacrifice,2020-12-10,4,6,10,4,Thursday,no,24,0.166666667,4,
84,4,9,during,Sacrifice,2020-12-11,5,6,,4,Friday,yes,24,0.166666667,4,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
